id	date	type	header	text
1860-11-21_advert_301	1860-11-21	advert	Educational.	;;; Go to Levy's;;; --If you have Dry Goods to purchase, for the those use  a large and well selected stock, at such prices;;; Educational.;;; 
1860-11-21_advert_302	1860-11-21	advert	NO HEADER	;;; School of Design of the Virginia Mechanics' Institute.;;; --The above School will be opened in the basement of the Mechanics' Institute building, on Monday, November 19th, at 7 P. M., and on each Monday, Wednesday and Friday succeeding, until the 1st of May, 1861. Besides Mechanical and Geometrical Drawing, the scholars can obtain instructions in Mathematics, Trigonometry and Surveying, if desired.;;; For terms, apply to Mr. O. Heinrich, who will be in the school room on the evenings of Tuesday, Thursday and Saturday of this week, or to the Committee.;;; T. H. Wynne,;;;  L. L, Montague,;;; no 12--1m Jas. Kersey.;;; 
1860-11-21_advert_303	1860-11-21	advert	NO HEADER	";;; To the public;;; --another School.--The subscribers have had the services of Miss Lucy D. Lewis as teacher to their children for the last two years, and have employed her for the next; and regarding her as eminently qualified for this responsible calling, we are willing that others should share in the benefits of her labors.;;; We presume it will be a sufficient recommendation to Miss Lewis, to say that she is a daughter of Mr. John Lewis, dec'd, so long the successful classical teacher of Llangollen, in this State, and afterwards in Kentucky.;;; Miss Lewis assisted her father in this employment for several years.;;; She teaches all the elementary and higher branches of English, and the Latin and French Languages.;;; The price for tuition in the Primary Branches is $20. For the higher branches — Grammar, Geography.;;; Arithmetic, Algebra, Natural Philosophy, Chemistry, and Botany, $25; and $5 additional for French or Latin.;;; Music at the teacher's prices.;;; The School will commence the 15th of January, and end on the 15th of December following — the month of August vacation.;;; We would each take a few girls or small boys as boarders at $100. including everything.;;; Henry A. Holladay,;;;  Herndon Frazer.;;; Address, ""Twyman's Store,"" Spotsylvania county, Va. no 9--2m;;; "
1860-11-21_advert_304	1860-11-21	advert	Southern Female Institute,Richmond Va.	;;; Southern Female Institute,Richmond Va.;;; The 11th session of this Institution will commence on the 1st of October next, and close on the last day of June, 1861.;;; The Principal will be aided by eleven thoroughly qualified instructors, and every effort will be made to maintain the high reputation and select character of the School.;;; The advantages offered in the departments of Music and the Modern Languages are unsurpassed, while especial attention is given to the study of History, English Literature, Rhetoric and Reading.;;; The Principal refers to the patrons of the School; or to the Faculties of the Virginia Military Institute and of William and Mary College; to Profs. Bledsoe Smith, Coleman, Davis and Maupin, of the University of Virginia.;;; For further information, or for catalogue giving course of study, terms, regulations and full list of patrons, to which attention is invited, address the Principal.;;; D. Lee Powell,;;;  se 17--ts Box 31, Richmond, Va.;;; Sewing Machines.;;; 
1860-11-21_advert_305	1860-11-21	advert	Sewing Machines.	;;; Sewing Machines.;;; Sloat's;;; celebrated Elliptic Lock Stitch;;; Sewing Machines.;;;  Are now manufactured by the;;; Union Manufacturing Company,;;; (Late Lester Manufacturing Company,);;; Of Richmond, Va.,;;; And are for sale at store;;; No. 231 Main street.;;; These Machines, of home manufacture, are warranted the best in use.;;; please call and examine them.;;; no 8--ts;;; 
1860-11-21_advert_306	1860-11-21	advert	NO HEADER	;;; The Willcox &amp; Gibbs' Sewing Machine;;; received the highest premium at the State Agricultural Fair, October 27th, 1860, and is well worthy the attention of those in want of a good Family Sewing Machine. Price $35 to $80. John A. Belvin.;;; Belvin's Block, on 12th and Governor sts.;;; oc 31--1m;;; 
1860-11-21_advert_307	1860-11-21	advert	NO HEADER	";;; The Singer Sewing Machines.;;; --The marked and ever extended popularity of Singer's Sewing Machines, both in America and Europe, is such as best to establish their superiority over all others in the market.;;; Sewing Machines, so called, may be bought, it is true, for a smallest amount of dollars, but it is mistaken economy to invest anything in a worthless or unreliable article, and those who will do so must abide the consequences.;;; Singer's New Family Machines;;; In order to place the very best Family Machines in the world within the reach of all, we have reduced our Letter A, or transverse Shuttle Machines, beautifully ornamented, to fifty Dollars.;;; Singer's No. 1 and 2 Standard Shuttle Machines,;;; Both of very general application and capacity, and popular both in the family and the manufactory.;;; Prices reduced respectively from $135 and $150 to $90 and $100.;;; Singer's No. 3 Standard Shuttle Machine,;;; For carriage-makers and heavy leather work.;;; Price, complete, $125.;;; Also, to complete the list, an entirely new article, unequaled for manufacturing purposes, noiseless, rapid, and capable of any kind of work.;;; Price, including iron stand and drawers, $110, cheaper at that, in view of its value, than the machines of any other maker as a gift.;;; All of Singer's Machines make the interlocked stitch with two threads, which is the best stitch known.;;; Every person desiring to procure full and reliable information about Sewing Machines, their sizes, prices, working capacities, and the best method of purchasing, can obtain it by sending for a copy of ""I. M. Singer &amp; Co.'s Gazette,"" which is a beautiful pictorial paper, entirely devoted to the subject.;;; It will be supplied gratis.;;; Needles, Thread, Cottons, Silk, and all necessary articles used with Sewing Machines, kept constantly on hand for sale.;;; Also, a practical machinist, who is ever ready to attend on our customers, if required.;;; Messrs. Singer &amp; Co.'S office being conducted on the most thorough business principles, by an entirely new set of hands, we feel confident of doing our share of the business, as we have always done heretofore.;;; I. M. Singer &amp; Co.,;;; 240 Main street, Richmond.;;; B. Trott, Agent. au 28--3th;;; "
1860-11-21_advert_308	1860-11-21	advert	London Dock Brandy, Pure London Dock Brandy, &amp;c.	;;; London Dock Brandy, Pure London Dock Brandy, &amp;c.;;; Whiskeys — Bumgardner's, Summerdean, Abney's, Richardson's. Flask's, Sherman, Wm. Wallace's, Tuscaloosa, Monongahela, Peter Hanger's, and Common;;; Scotch and Irish Whiskey.;;; Brandy — Jas. Hennessey, Otard, Dupuy &amp; Co., Pinot, Castilon &amp; Co., Sazarac, Vieux Cognac, and Jules Robin brands.;;; Pure Virginia Apple and Peach Brandy.;;; Jamaica Rum.;;;  Madeira, Port, and Sherry Wines.;;; Pure old Holland Gin.;;; Also--Champagne Wines of all brands and grades.;;; For sale, wholesale and retail, by;;; J. S. Robertson, next to cor. of;;; oc 27--1m Governor and Franklin sts.;;; 
1860-11-21_advert_309	1860-11-21	advert	Virginia Savings Bank.--Chartered by the Legislature of Va.	;;; Virginia Savings Bank.--Chartered by the Legislature of Va.;;; Capital...$100,000.;;; money received on deposit in sums of five Dollars and upwards, on which interest at the rate of six per centum per annum is paid for sums remaining six months or longer; for shorter periods, interest at the rate of 5 per centum.;;; The whole joint stock bound for the deposits.;;; Deposits received and certificates issued by the Cashier, T. B. Starke, at the store of E. B. Spence, corner of Main and Governor streets, Richmond, Va.;;; Samuel S. Cottrell, Pres't,;;; T. B. Starke, Cashier,;;; oc 24--12m David Baker.;;; Jr., Secretary.;;; 
1860-11-21_advert_310	1860-11-21	advert	NO HEADER	;;; 1844.;;; Stoves — Stoves.;;; 1860.;;; Wm. Sears Wood,;;;  No. 6 Main street, near the Old Market,;;; Established in 1844.;;; Manufacturer, Wholesale and Retail Dealer in;;; Stoves, Ranges and Furnaces,;;; Mott's Agricultural Boilers,;;; Tin and Sheet Iron Ware,;;; Copper Lightning Rods, &amp;c., &amp;c.;;; Plumbing and Gas-Fitting, in all its branches;;; Jobbing promptly attended to.;;; Repairs for all kinds of Stoves, always on hand.;;; Roofing and Guttering;;; done in the city and country, in the best manner;;; and at shortest notice.;;; se 26--ts;;; 
1860-11-21_advert_311	1860-11-21	advert	NO HEADER	;;; Grates, Fenders;;; --fine Sets of Tongs, Shovels and Pokers.--I have for sale a large and elegant assortment of all kinds of Enamelled Grates, with Fenders; Summer Pieces of every style; handsome and plain sets of Shovels, Tongs, Pokers, Coal Scuttles, Cinder Shovels, Blower Stands, handsome stands for Shovels and Tongs, Brass and Iron Footmen, Fire-Brick Slabs and Jams.;;; All kinds of Church and Tavern Bells, Brass Brick Moulds, all kinds of Grates, Fenders, &amp;c., made to order at the lowest Northern prices.;;; S. D. Denton,;;;  No. 225 Main street, between 8th and 9th,;;; se 13--3m West side.;;; 
1860-11-21_advert_312	1860-11-21	advert	NO HEADER	;;; Wm. Gotze,;;; No. 190 Broad street, between 5th and 6th, manufacturer of Steam Refined, French, and Fancy Candies, of all descriptions, wholesale and retail, and dealer in Fancy Goods, Toys, Foreign Fruits, and Cigars, of every variety, respectfully invites the public to examine his new and beautiful stock.;;; City and country merchants will find it to their interest to examine his goods before purchasing elsewhere, as he feels satisfied he can offer as great inducements as can be had by their purchasing North.;;; no 13--dt1stJa;;; 
1860-11-21_advert_313	1860-11-21	advert	NO HEADER	;;; Fresh Butter.;;; --I have made arrangements with some of the principal dairymen of Orange county.;;; New York, and of the Delaware Valley, Maryland, and of the Virginia Farmers West of the Blue Ridge to keep me supplied during the Winter and Spring, with their best Fresh Butter.;;; Through these arrangements I can always keep on hand a superior article of Fresh Butter, and will be enabled to keep families supplied at a low price.;;; For sale, wholesale and retail, by J. S. Robertson,;;; oc 26--d1m Next cor. Franklin and Gov'r sts.;;; 
1860-11-21_advert_314	1860-11-21	advert	NO HEADER	;;; Guns — Guns — Guns.;;; --I have in store a large and very complete stock of Guns; also, Smith &amp; Wesson's seven-Shooters; Sharpe's very small four-Shooters; Colt's, Allen's, and many other Pistols; of the best makers; Sporting Goods and Ammunition, of all kinds; all of which will be sold at the lowest possible prices.;;; An examination of my stock is respectfully solicited.;;; T. W. Tignor,;;;  Gun-Maker, Main street, below the Market.;;; oc 24--1m;;; 
1860-11-21_advert_315	1860-11-21	advert	NO HEADER	;;; Save your Dimes.;;; --The United Savings Bank will receive at their Office, No. 93 Main street, Deposits in sums of Five Dollars and upwards, upon which will be allowed interest at the rate of 6 per cent, per annum, if allowed to remain 6 months, and 5 per cent, for a shorter period.;;; Interest payable semi-annually.;;; Jno. C. Page, Jr., Treasurer,;;; oc 8--t1stJan. No. 93 Main street.;;; 
1860-11-21_advert_316	1860-11-21	advert	NO HEADER	;;; For Rent;;; --A fine Wood or Coal Yard, adjoining Wm. Gray's store, on the Canal, near the Armory.;;; It will hold fifty thousand bushels coal.;;; Possession given the 1st January next.--Apply to [oc 29--1m] Wm. Gray, of R.;;; 
1860-11-21_advert_317	1860-11-21	advert	NO HEADER	";;; Railroad Iron.;;; --Three hundred tons, ""T"" pattern, weighing fifty-two pounds to the yard, at City Point.;;; For sale by James Dunlop.;;; au 9--ts Petersburg;;; "
1860-11-21_advert_318	1860-11-21	advert	Auction Salesfuture days.	;;; Superior Coal Oil.;;; --Just received, a lot of the present and clearest Cost Oil that we have ever offered to the market.;;; We enlist a call from those who use this Oil,;;; Auction Salesfuture days.;;; 
1860-11-21_advert_319	1860-11-21	advert	By E. B. Cook, Auc'r.	;;; By E. B. Cook, Auc'r.;;; Genteel Household and Kitchen Furniture, &amp;c., at Auction.--On Tuesday, 27th inst., at 10 o'clock. I will sell at residence of James Banks, Esq., on 3rd, between Clay and Marshall streets, all his Household and Kitchen Furniture, consisting of a large variety of most excellent Parlor and Chamber Furniture.;;; Also.--The usual variety of China, Glassware, Kitchen Utensils, &amp;c.;;; House for Rent.--The house contains 8 rooms, with basements, gas in every room and water in the yard, and is in excellent order.;;; For terms, apply to [no 21] E. B. Cook, Auct.;;; 
1860-11-21_advert_320	1860-11-21	advert	NO HEADER	;;; By Alex.;;; Nott, Auct'r.;;;  Groceries, Dry Goods, Furniture, &amp;c.--Will be sold at auction, at my store, on Thursday, Nov. 22, commencing at 10 o'clock, a general assortment new and secondhand Furniture, Stoves, Carpets, &amp;c.;;; Dry Goods, Clothing, &amp;c.--A large invoice fresh and seasonable Dry Goods, Clothing, Shoes, Hats, &amp;c.;;; Groceries — Whiskey, Brandy, Soap, Candles, Cigars, Tobacco, &amp;c. 10 kegs Butter, in prime order.;;; [no 21] Alex. Nott, Auct'r.;;; 
1860-11-21_advert_321	1860-11-21	advert	NO HEADER	;;; Ladies' Furs.;;; --Will be sold at auction, at my store, on Thursday, Nov. 22d, commencing at 10 o'clock, a desirable lot of fresh and seasonable Furs, consisting in part of Victorines.;;; Capes, Muff's, &amp;c.;;; no 21 Alex'r. Nott, Auct'r.;;; 
1860-11-21_advert_322	1860-11-21	advert	By Richard Cauthorn, Auct'r.	;;; By Richard Cauthorn, Auct'r.;;; Clothing at Auction.--On Friday 23d inst., at 10 o'clock, at my store.;;; I will sell at auction sundry articles of Clothing, consisting of Pants, Coats, Vests, Cravats, Half-Hose, Suspenders, &amp;c., &amp;c.;;; Shoes.--Also, Boots, Shoes, Slippers, Hats, &amp;c.;;; Ladies' Cloaks.--Also, an invoice of fashionable Cloth and Silk Ladies' Cloaks. &amp;c., &amp;c.;;; no 21 R. Cauthorn, Auct'r.;;; 
1860-11-21_advert_323	1860-11-21	advert	By Jas. M. Taylor &amp; Son, Auct's.	;;; By Jas. M. Taylor &amp; Son, Auct's.;;; Trustee's sale of Real estate on Duval street.--By virtue of a deed of trust from Peter Gwinn and wife to the subscriber, dated the 31st day of May, 1860, and recorded in Richmond Hustings Court, I will proceed to sell at public auction, upon the premises, on Monday, the 3d day of December, (if fair; if not, the next fair day thereafter.) commencing at 4 o'clock P. M., the real estate conveyed in said deed, as follows: One certain lot piece or parcel of land in the city of Richmond, with all the improvements thereon, beginning at a point distant 118 feet northeast from the west line of St.;;; Peter's st., running thence along and fronting on Duval street 29 feet and 6 inches and running back on its eastern line 158 feet 9 inches, and on its western line 149 feet 9 inches to an alley 10 feet wide, and fronting on said alley 27 feet 6 inches. The house is now in the occupancy of said Gwinn, and contains 7 good rooms.;;; Terms--Will be made known on the day of sale,;;; Geo. Timberlake, Trustee.;;;  Jas. M. Taylor &amp; Son,Aucts. no 21;;; 
1860-11-21_advert_324	1860-11-21	advert	NO HEADER	;;; New Framed House and Lot on 28th, between O and P streets, Union Hill, at Auction.;;; --We will sell upon the premises, on Monday, the 26th day of November, commencing at 4 o'clock P. M., a new Framed Tenement, on 28th, between O and P sts, Union Hill.;;; It contains four good-sized rooms, very convenient, and well arranged, together with a kitchen.;;; The Lot fronts 33 feet on 28th street, and runs back 130 feet to an alley 20 feet wide.;;; Terms--One-fourth cash; the balance at 4, 8 and 12 months, for negotiable notes, with interest added and secured by a trust deed.;;; no 20 Jas. M. Taylor &amp; Son, Aucts.;;; 
1860-11-21_advert_325	1860-11-21	advert	NO HEADER	;;; Trustee's sale of a Lot on the East side of 17th street.;;; --As Trustee in a certain deed of trust, dated the 20th day of March, 1860, and duly recorded, at the request of the holder of the note.;;; I shall proceed to sell at public auction, upon the premises, on Saturday, the 1st day of December, 1860, at 4 o'clock P. M., the property conveyed in said deed, being two Lots of Land on the east side of 17th street, fronting together 50 feet, and running back 120 feet to an alley 20 feet wide.;;; Terms--Enough in cash to pay the expenses of sale and a negotiable note for $77.25, with interest thereon from the 20th March, 1860, till paid; and the remainder upon such terms as shall be agreed upon at the sale.;;; Jas. M. Taylor, Trustee.;;;  Jas. M. Taylor &amp; Son,Aucts. no 20;;; 
1860-11-21_advert_326	1860-11-21	advert	NO HEADER	;;; Trustee's sale of personal property, in Henrico County, near the city of Richmond.;;; --By virtue of a deed of trust, executed to the subscriber by S. Y. Landrum and wife, dated 19th May, 1859, and recorded in Henrico County Court, and at the request of all parties concerned.;;; I will sell at auction, on Friday, 30th November, at 11 o'clock A. M., (if fair; if not, then on the next fair day thereafter,) at the same hour, at the farm on which said Landrum resides, at Tree Hill race course, about two miles below the city, the following personal property, to wit: Five Horses; 3 Carts; 1 Wagon, with harness; Ploughs; and all the Farming Implements, and the stock of Household and Kitchen Furniture, consisting of the usual variety.;;; The Terms required by the deed are cash, but probably it will be arranged so as to allow reasonable credits.;;; A. D. Williams.;;;  no 19 Trustee.;;; 
1860-11-21_advert_327	1860-11-21	advert	NO HEADER	;;; Trustee's sale of Steam Engine and Saw-Mill.;;; --As trustee in a certain deed from Booth &amp; Liggon, and of record in Hanover Court-House, and likewise recorded in New Kent County Court-House, by request of the beneficiaries in said deed.;;; I shall offer for sale, on Tuesday, 4th of December, 1860, without reserve, for cash, one-half of said Steam Engine and Saw-Mill, including all fixtures thereto be longing, upon the premises, namely; the lands of Reuben L. Walker, in New Kent county, about half a mile from the York River Railroad.;;; Sale to commence at 12 o'clock.;;; Robert W. Robinson, Trustee.;;;  no 19--tD4;;; 
1860-11-21_advert_328	1860-11-21	advert	Dry Goods, Carpeting, &amp;c.	;;; Valuable Farm and ten likely Slaves, for sale, in the County of Hanover.;;; --As Commissioner appointed by the Circuit Court of Hanover county, by a decree rendered on the 6th of October, 1860, in the suit of Talley, &amp;c. Va. Talley, &amp;c, I will sell on the 29th of November next (if fair; if not, the next fair day,) on the premises, the Tract of Land on which John Talley, dec'd, lately resided, containing 252 acres, within 13 miles of Richmond, and 3 miles of the Old Church, and adjoining the lands of K. R. Horn. B. W. Talley and others.;;; It has upon it a Dwelling with six rooms, and all necessary outhouses.;;; It lies well for improvement, and is well suited for marketing, as well as farming purposes; is in a good neighborhood and convenient to churches, schools and mills.;;; Mr. Loving, on the premises, will take pleasure in showing it. Also, on the same day, on the same day, on the premises, ten likely Slaves, most of which are good field hands, and a No. 1 Cook, Washer and Ironer.;;; Terms.--For the Slaves, cash.;;; For the Land, one-third cash; one third in one year and the remaining one-third in two years, the deferred payments carrying interest from day of sale, and the purchaser executing his bonds with good and sufficient security, and the title retained until the whole of the purchase money is paid, and a conveyance directed by the Court.;;; T. W. Talley, Commissioner.;;;  At the same time and place, will be sold all the Household and Kitchen Furniture, Crops, stock and Farming Implements of every description, belonging to the estate of John Talley, dec'd.;;; Terms--On day of sale.;;; B. W. Talley,;;;  no 1--1m Administrator.;;; Dry Goods, Carpeting, &amp;c.;;; 
1860-11-21_advert_329	1860-11-21	advert	More New Goods,by last Steamer.	;;; More New Goods,by last Steamer.;;; Samuel M. Price &amp; Co. have just received--;;; Elegant New Dress Silks.;;; Dress Goods, in every variety.;;; New style Cloaks and Arabs.;;; New Shawls.;;; They offer great bargains still in--;;; Rich Dress Silks.;;;  Silk Robes.;;;  Delaine Robes, many of them at half cost.;;; They offer also--;;; New Cassimeres, of Southern manufacture, North Carolina goods, which received the premium at the State fair.;;; Georgia Cassimeres, for men and boys' wear, &amp;c. no 1--ts;;; 
1860-11-21_advert_330	1860-11-21	advert	NO HEADER	;;; I have just received 200 Fancy Worsted Counter Panes,;;; which I will sell cheap; and, also, a good assortment of Silks, black and colored, and a great variety of Dry Goods, Boots, Shoes and Clothing, all of which I shall sell very cheap.;;; Give me a call.;;; L Rose, 256 Broad st., bet'n 2d and 3d.;;; Don't forget the place.;;; oc 30--1m;;; 
1860-11-21_advert_331	1860-11-21	advert	Window Shade Depot--230 Broad street.	;;; Window Shade Depot--230 Broad street.;;; My stock of Window Shades being very large.;;; I am determined to run them off cheaper than ever.;;; The following is my list of prices:--Dark Landscapes, 31 cents, worth 75; Plain Gold Shades, 75 cents, with fixtures complete; Gold with Centre, $1, worth at least $3; Gold and Velvet, $1.50, worth $4; beautiful Bouquets, 75 cents, cheap at $1.50; splendid Vase Shades, 90 cents can't be bought elsewhere for $2; Gothic style, Dry Landscapes, Pleasure and Hunting Scenes, in endless variety; German, English and American Oil Cloths, all widths, very cheap; Table and Stand Covers; Hearth Rugs, very low and all wool; Carpeting only 50 cents, a great bargain; 150 large gilt-framed Parlor Pictures, rich scenery, at the astonishing low price of $2, worth $6; also, a large line of Dry Goods, cheap for cash.;;; Call soon at the established cheap Dry Goods and Window Shade Store of M. Golden, 230 Broad street.;;; P. S.--I keep no traveling agents.;;; se 19--3m;;; 
1860-11-21_advert_332	1860-11-21	advert	NO HEADER	;;; Now is the chance;;; --To procure the greatest bargains in all colors Bonnet Velvets.;;; Ruches, Ribbons, Flowers, Silks, Netts, Frames, Feathers, or anything in the Millinery line.;;; A large invoice of Cloaks just to hand.;;; Rich Cloak Fringes and Tassels; Dress Trimmings; Cambric Bands; rich Embroidered Collars; Infants' Waists; Head-dresses of all sorts; all styles of Corsets; Bleached Cottons; Shirt Fronts; Bl'k Silks; Nubias; Opera Hoods; Sontags; Hoods and Sacks; Shetland Wool and Yarns; Tarlatans; Linen Cambric Handkerchiefs; Cambric and Swiss Edges and Insertions; Hosiery; Gauntlets; Irish Linen; Curtain Fringes; Tidies; Hoop Skirts; rich Bridal Wreaths; all colors Bonnet Plush, and numerous other goods.;;; It is to the interest of every person to call and examine this stock of goods, as they will be sure to save money in their purchases.;;; E. Goldsmit, 176 Broad st.;;; 
1860-11-21_advert_333	1860-11-21	advert	NO HEADER	;;; Tremendous reduction in prices of Dry Goods.;;; --In consequence of the lateness of the season, splendid Dress Goods, such as Silks.;;; Brocaded Chalices. Ottoman Cloths, Reps, French Merinos and De Laines.;;; Cloaks, Cloaks, Cloaks.--100 Cloth Cloaks receiving this morning, to be sold cheaper than any this season, of the newest styles, newest styles, newest styles; Linseys; Fulled Cloths; Kerseys; Bed and Servants' Blankets; Carpets; Rugs; Lace Curtains; Sheetings and Shirtings, at greatly reduced prices.;;; Must be sold at any price, to reduce stock previous to the 1st of January next.;;; Call at the noted house of trade for bargains.;;; Alfred Moses, 63 Main street.;;; 
1860-11-21_advert_334	1860-11-21	advert	Auction Sales.future days.	;;; Dry Goods! Dry Goods!;;; --Our stock of everything new and desirable in the way of Dry Goods, for the Fall and Winter trade, has never been as good at this season as it is now. To reduce it as much as possible, we will from this date offer everything at prices much reduced.--Our stock of Cloaks is large and complete, as also Clothes of all qualities, which we are still prepared to make up at short notice.;;; Soliciting a call from all in want, we can ensure them of bargains.;;; Auction Sales.future days.;;; 
1860-11-21_advert_335	1860-11-21	advert	By Goddin &amp; Apperson, Auct's.	;;; By Goddin &amp; Apperson, Auct's.;;; Commissioner's sale of valuable Lot on Lester street, Rocketts — As Commissioner appointed by a decree of the Circuit Court of the City of Richmond, in the case of Moffetts against Moffetts, pronounced on the 9th February, 1860. I shall proceed to sell, at public auction, on the premises, on Friday, the 23d November, 1860, at 12 o'clock M., (if fair; if not, the first fair day,) the real estate referred to in the plaintiff's bill, consisting of a Lot fronting 30 feet on the south side of Lester street, running back 85 feet, to John Enders' line.;;; Terms.--One-third cash: balance at 6 and 12 months, for negotiable notes, interest added satisfactorily endorsed and title retained till all the purchase money is fully paid.;;; no 13 Geo. W. Randolph, Com'r.;;; Sale conducted by Goddin &amp; Apperson.;;; 
1860-11-21_advert_336	1860-11-21	advert	NO HEADER	";;; sale at Auction of several valuable tracts of Land in Hanover County.;;; Near to Hanover Court-House, and Contiguous to the Richmond and Fredericksburg Railroad, and the Virginia Central Railroad.;;; At the request of Mr. J. S. B. Tinsley, we shall sell at Hanover Court-House, on Tuesday, the 27th November, 1860, at 12 o'clock M. (being Court day,) the following valuable tracts of Land, viz:;;; Lot No. 3, in the division of Nathaniel Tinsley's estate, containing 166¾ acres, all in woods.;;; Lot No. 4, containing 120 acres, all in woods.;;; These lands adjoin Mr. Wm. H. B. Campbell, Mr. Haines, &amp;c.;;; Also, 98 acres of Land called ""Cherry Row."" being part of Pate's tract, 20 acres of which is cleared.;;; Also, 150 acres of valuable Land, the larger part of which is cleared, adjoining the lands of Messrs. Joseph S. Wingfield and W. F. Wickham.;;; This Land is quite near to the Virginia Central Railroad and Hanover Court House.;;; The foregoing Lands are regarded valuable, as well for the wood and timber upon them as for their agricultural advantages.;;; Terms.--One-fourth cash; balance at 6, 12 and 18 months, for negotiables, interest added, secured by a trust deed.;;; If from any cause the last two tracts can not be sold, they will be rented out at public auction for one year for the best price that can be obtained.;;; Goddin &amp; Apperson,;;; no 20 Auctioneers.;;; "
1860-11-21_advert_337	1860-11-21	advert	NO HEADER	";;; Sale of Corn, Oats, Hay, Farming Implements, Horses, Mules, Hogs, Cattle, &amp;c., &amp;c.;;; --At the request of Mr. Edward P. Chamberlain, who has recently sold his farm, we shall sell, at public auction, at ""Level Green,"" seven miles north of  Richmond, near the Brooke Plank Road, on Wednesday, the 28th November, 1860 at 11 o'clock A. M., (if fair; if not, the next fair day.) all of the perishable property on the estate, consisting of 4 fine Mules, 2 brood Mares, 1 Kossuth Gelding, aged 2½ years, 1 blooded Colt, aged 1¾ years, 2 yokes fine Oxen, 5 Milch Cows, and young one with a Calf, 13 year old Durham Bull, 1 half Chester Boar, 1 large Sow, and 2 Shoats, 1 Manny's Reaper and Mower combined, in good order, I Fan, 2 good Wagons, 1 OxCart, 1 Tumbril, 1 Smith's Corn-Sheller.;;; Farming Utensils, 3 large stacks of Black Oats.;;; 8 stacks of Blade Fodder, a large quantity of nice Clover Hay, 400 barrels of Corn, &amp;c., Household Furniture and Kitchen Utensils, &amp;c., 1 old Sulky, 1 acre of Rutabaga and Red Top Turnips.;;; Also--1 Kossuth Horse aged 4 years, 1 Morgan Colt, aged 2 years, 2 good Wagon Horses, 1 Manny's Reaper, 1 hand Corn Sheller, 1 Sulky.;;; Terms--All sums under $30 cash; over that amount, 4 months credit, for approved and endorsed negotiable paper.;;; Goddin &amp; Apperson.;;; no 19 Auctioneers.;;; "
1860-11-21_advert_338	1860-11-21	advert	NO HEADER	;;; Valuable Farm of four hundred acres, in Hanover County, twelve miles northeast of  Richmond, together with Horses, Mules, Hogs, Sheep, Crops of Corn, Hay, &amp;c., for sale at Auction.;;; --At the request of Mr. Henry Briel, we will sell, at public auction, on the premises, on Thursday, the 29th Nov., 1860, at 11 o'clock A. M., (if fair; if not, the next fair day,) the valuable Farm on which he now resides, containing 400 acres, of which about half is cleared, and the balance heavily set in wood and timber.;;; The Buildings (except the dwelling) are new, and are sufficient for the use of the place.--The farm adjoins the lands of the estate of Thos. G. Tinsley, James Smith, Jno. N. Green, Samuel Atkinson, and others, about twelve miles northeast of  Richmond.;;; After the sale of land, the following personal estate will be sold, viz: Eight fine young Mules, well broke to harness; 1 fine Stallion, by Kossuth; 1 Colt, two years old; 2 Horses; 1 yoke Oxen; 9 fine Hogs; several Sheep; 200 barrels Corn; Hay; Shucks; Straw, &amp;c.; all the Farming Implements; 1 first-rate McCORMICK Reaper; 1 Threshing Machine.;;; Terms.--For the real estate, one-third cash; balance at 1 and 2 years, for bonds, bearing interest, secured by a trust deed.;;; For personal estate, all sums under $20, cash; over that amount, 6 months credit, for bonds, bearing interest, with good security.;;; no 19 Goddin &amp; Apperson, Aucts.;;; 
1860-11-21_advert_339	1860-11-21	advert	NO HEADER	;;; Commissioners' sale of valuable Real estate in the Town of Manchester.;;; --By virtue of a decree of the Circuit Court of Chesterfield, pronounced at its October term 1859, in the case of Severance vs. Donley, we will sell at public auction, on the premises, on Monday, December 17th, 1860, at the hour of 4 o'clock P. M., (if fair; if not, next fair day,) a Lot fronting 162 feet on the south side of Hull, between Lawrence and Warrington streets, and running back 150 feet, with improvements thereon, including the Old Farmers' Hotel, now in the occupancy of Mr. James Donley.;;; Also, a Lot in rear of and adjoining the above, fronting 50 feet on Warrington street, and extending back between parallel lines 264 feet to Lawrence street, with the improvements thereon.;;; A part of the first named lot, fronting 35 feet on Hull street, by 150 feet deep, will be first sold, and the balance divided to suit purchasers.;;; Terms.--Enough in cash to pay expenses of sale and costs of suit; balance at 6.12 and 18 months, for negotiable notes, interest added, with approved endorsers, and title retained until the whole purchase money is paid.;;; Roscoe B. Heath, Com'rs.;;; Chas. T. Friend, Com'rs.;;; Goddin &amp; Apperson,Aucts. no 16;;; 
